dataset,dataset_role,public_trajectory_id,original_trajectory_sha256,source_family,trajectory_length,top_10pct_longest_global,top_10pct_longest_within_dataset,pi_density,hn_density,uc_density,has_pi,has_hn,has_uc,pi_step_count,hn_step_count,uc_step_count,pi_projected_step_count,hn_projected_step_count,uc_projected_step_count
Final500,enriched difficult loop-heavy set,Final500_T000278,19aec8091ee168b0c1e07a1b9ebea787c254d686226dbd9f95150f509fc88a1f,SWE-agent datasets,101,False,False,0.45544554455445546,0.45544554455445546,0.6534653465346535,True,True,True,34,3,65,46,46,66
Final500,enriched difficult loop-heavy set,Final500_T000279,e8c6d1b99d2471bb052724e13ab0150daaaee65ca23df0afc3ac8526e075e118,SWE-agent datasets,15,False,False,1.0,0.0,0.0,True,False,False,15,0,0,15,0,0
Final500,enriched difficult loop-heavy set,Final500_T000280,76ba3e0b1ccc4787fdb13e513f98a6639078165ce76eecedf11637fbf8156aa0,SWE-agent datasets,89,False,False,0.6853932584269663,0.6853932584269663,0.6853932584269663,True,True,True,23,6,46,61,61,61
Final500,enriched difficult loop-heavy set,Final500_T000281,225dbcd14bd0ee965e5fa7a35021fa9dec3457ac6c19a8d0e89d1aa99f1a8916,SWE-agent datasets,48,False,False,0.9583333333333334,0.9583333333333334,0.20833333333333334,True,True,True,23,5,5,46,46,10
Final500,enriched difficult loop-heavy set,Final500_T000282,2bb0334cf4874970af426f3f40f9c7a6d2d882f50b546e4a8e797a73c8ecacd6,SWE-agent datasets,32,False,False,0.96875,0.96875,0.0,True,True,False,15,7,0,31,31,0
Final500,enriched difficult loop-heavy set,Final500_T000283,a2aa97b4350ea632f6596fc1a076d8bfb8c43a90b16c16f25e9eaa31f1dcbd5d,SWE-agent datasets,85,False,False,0.3176470588235294,0.058823529411764705,0.8235294117647058,True,True,True,20,4,65,27,5,70
Final500,enriched difficult loop-heavy set,Final500_T000284,99e33d7eb154a850f9815eef9a81517aabebd7a59a12e151104015ff20d1e549,SWE-agent datasets,92,False,False,0.2826086956521739,0.2608695652173913,0.9130434782608695,True,True,True,12,3,64,26,24,84
Final500,enriched difficult loop-heavy set,Final500_T000285,47485a35a8d22a3e294d227b27ef944c84d84796eb9de1e0b1547fa8a19b069f,SWE-agent datasets,159,False,True,0.0880503144654088,0.0,0.949685534591195,True,False,True,3,0,139,14,0,151
Final500,enriched difficult loop-heavy set,Final500_T000286,6ea9cac09c81422ab27c6f589cedd6d07553ab3ffe78bee577b4884744c7a003,SWE-agent datasets,154,False,True,0.4155844155844156,0.4155844155844156,0.577922077922078,True,True,True,30,4,72,64,64,89
Final500,enriched difficult loop-heavy set,Final500_T000287,2c416e641c1fca51179d0fccff2ec51430a98eb80ba812bcbfee61b58f2531be,SWE-agent datasets,13,False,False,1.0,0.46153846153846156,0.0,True,True,False,13,3,0,13,6,0
Final500,enriched difficult loop-heavy set,Final500_T000288,65d70cfda9da9f86739f7f2bce9dc5f57da740b7b06de4630a13d29016bdcca2,SWE-agent datasets,87,False,False,0.9655172413793104,0.9655172413793104,0.632183908045977,True,True,True,14,3,46,84,84,55
Final500,enriched difficult loop-heavy set,Final500_T000289,5368b864fcd40763cea90b29e1c7b900019de1393e375ce7749ba5af9ff3792d,SWE-agent datasets,13,False,False,1.0,0.0,0.0,True,False,False,12,0,0,13,0,0
Final500,enriched difficult loop-heavy set,Final500_T000290,ca4971e761d437a76aced062a7ac3053125dc7b26aac84cad28de214d3f99b93,SWE-agent datasets,40,False,False,0.5,0.475,0.0,True,True,False,15,3,0,20,19,0
Final500,enriched difficult loop-heavy set,Final500_T000291,391ac2dbb4016820ba5ed8505e035bd08dfdcf947b94eb9686069a53164e779a,SWE-agent datasets,35,False,False,1.0,0.45714285714285713,0.0,True,True,False,9,2,0,35,16,0
Final500,enriched difficult loop-heavy set,Final500_T000292,7ee463d001952970677cb2a1e3234b2309b28d7ee4af580f59b561ccacb7aade,SWE-agent datasets,31,False,False,0.8064516129032258,0.8064516129032258,0.0,True,True,False,22,4,0,25,25,0
Final500,enriched difficult loop-heavy set,Final500_T000293,d4f5ada25554d6d6f25a65e9988ca12b924111dc7f40ddd5f2d2d1fffc4b1ef3,SWE-agent datasets,11,False,False,1.0,1.0,0.0,True,True,False,11,1,0,11,11,0
Final500,enriched difficult loop-heavy set,Final500_T000294,e070fa6379a0a8cf2edef0806d99e60b2fd31678d2c0446a6ecd86d13ed7614a,SWE-agent datasets,32,False,False,1.0,1.0,0.0,True,True,False,32,3,0,32,32,0
Final500,enriched difficult loop-heavy set,Final500_T000295,2ab18487b642f47c495df0ccfa8227ca2cbecc0100d06fa94251f07738295eff,SWE-agent datasets,37,False,False,0.9459459459459459,0.6216216216216216,0.0,True,True,False,33,5,0,35,23,0
Final500,enriched difficult loop-heavy set,Final500_T000296,5d1920e7cf655c71c051f30cb8758246b0c0bf2e1ed8fbf635694bc148c14890,SWE-agent datasets,12,False,False,1.0,0.0,0.0,True,False,False,12,0,0,12,0,0
Final500,enriched difficult loop-heavy set,Final500_T000297,8bdeef2e0241926f5c6992dc54a12ab6b11dc541a3850da7647067f148d570c7,SWE-agent datasets,12,False,False,0.75,0.0,0.25,True,False,True,8,0,1,9,0,3
Final500,enriched difficult loop-heavy set,Final500_T000298,af7e6176bcb9d4b032106185a907d609ed18c9a92eca425fdd1a3b635094470c,SWE-agent datasets,44,False,False,0.9318181818181818,0.7045454545454546,0.06818181818181818,True,True,True,38,4,3,41,31,3
Final500,enriched difficult loop-heavy set,Final500_T000299,77b76ef0254d66b865713deb97a27a3fbe6c205970faef943c3375ae834b24d2,SWE-agent datasets,34,False,False,1.0,0.8235294117647058,0.5882352941176471,True,True,True,15,2,19,34,28,20
Final500,enriched difficult loop-heavy set,Final500_T000300,77d092e476dfb74b81326647d029feb14226b31fa92203ff1a72957c7c43aebc,SWE-agent datasets,14,False,False,1.0,0.6428571428571429,0.0,True,True,False,12,1,0,14,9,0
Final500,enriched difficult loop-heavy set,Final500_T000301,9c9312220109684be5226a93017ee6e8b5e877b8a8a191ee4340b34bc52e258a,SWE-agent datasets,35,False,False,1.0,0.8857142857142857,0.0,True,True,False,35,9,0,35,31,0
Final500,enriched difficult loop-heavy set,Final500_T000302,5e4229bdd9200500b32cd3c26d4fe4144ee4674d536ca0bb30e7cfdca229ca62,SWE-agent datasets,10,False,False,1.0,0.0,0.0,True,False,False,9,0,0,10,0,0
Final500,enriched difficult loop-heavy set,Final500_T000303,7340576847bd07c9f68b4173f9d1399f609a82b8162d77271ab4f49f56627152,SWE-agent datasets,37,False,False,0.5945945945945946,0.35135135135135137,0.5945945945945946,True,True,True,18,1,10,22,13,22
Final500,enriched difficult loop-heavy set,Final500_T000304,2dc4f327a71b9ce448143dc8dfe58e2575fdd0d1d838d8a53a7857c475d3fd3c,SWE-agent datasets,12,False,False,1.0,0.0,0.0,True,False,False,12,0,0,12,0,0
Final500,enriched difficult loop-heavy set,Final500_T000305,0e244e4c2aaf75718ececf36c25b83ac481eb321a914e1df6603cb593f6a4134,SWE-agent datasets,14,False,False,1.0,0.0,0.0,True,False,False,14,0,0,14,0,0
Final500,enriched difficult loop-heavy set,Final500_T000306,5b56508481e0137f67e289a449923f401ab36419fd7cd9dc3f54db1e1973e0a5,SWE-agent datasets,11,False,False,1.0,0.0,0.0,True,False,False,10,0,0,11,0,0
Final500,enriched difficult loop-heavy set,Final500_T000307,58caad0c374e6149498ddabbae774b3ba858e5bb156e71593864172b52ad5fe1,SWE-agent datasets,12,False,False,1.0,0.0,0.0,True,False,False,11,0,0,12,0,0
Final500,enriched difficult loop-heavy set,Final500_T000308,948dc23fa56d239663b38ee6f6db51bda6777a13050ffafed3b0134e24ada676,SWE-agent datasets,13,False,False,0.9230769230769231,0.0,0.0,True,False,False,12,0,0,12,0,0
Final500,enriched difficult loop-heavy set,Final500_T000309,2c2ec24a360a5a90b3633c2ebed711a5fee9352fc64d3a838004e21214502db6,SWE-agent datasets,12,False,False,1.0,1.0,0.0,True,True,False,10,1,0,12,12,0
Final500,enriched difficult loop-heavy set,Final500_T000310,df7efbf4311cb267df13b7cced0370c364976bf660b860820660cd77f69a07bd,SWE-agent datasets,31,False,False,0.9354838709677419,0.0,0.0,True,False,False,25,0,0,29,0,0
Final500,enriched difficult loop-heavy set,Final500_T000311,3911fe4235a53ba103da0c6c9273d3f59a3274f972a4071d6aca3ad9593f060c,SWE-agent datasets,11,False,False,1.0,0.0,0.0,True,False,False,10,0,0,11,0,0
Final500,enriched difficult loop-heavy set,Final500_T000312,5aa7c1afc58de1e6d2a92d9e7e15b13e29bf2afff4d92804ec8c18dbb83f419d,SWE-agent datasets,106,False,False,0.3584905660377358,0.2358490566037736,0.8584905660377359,True,True,True,21,5,77,38,25,91
Final500,enriched difficult loop-heavy set,Final500_T000313,aea1cc2a516c8adac4b863982578ba26b53d8895fceecf935d4d66ed103a749f,SWE-agent datasets,8,False,False,1.0,0.0,0.0,True,False,False,8,0,0,8,0,0
Final500,enriched difficult loop-heavy set,Final500_T000314,490f0613dd8cd505a127acf4d1e3234a82e4ce45601ea0beaf57f611f85d5e7d,SWE-agent datasets,42,False,False,0.9761904761904762,0.5476190476190477,0.42857142857142855,True,True,True,35,5,6,41,23,18
Final500,enriched difficult loop-heavy set,Final500_T000315,a4f8078c483e8420270cfd805e25991887d011fac9aad2abdd81a95207181413,SWE-agent datasets,116,False,True,0.07758620689655173,0.0,0.8706896551724138,True,False,True,6,0,85,9,0,101
Final500,enriched difficult loop-heavy set,Final500_T000316,03b16897c5368f2bf7c12aa31d4b385950fec8f8d8d77f63a0c0b814eddd3fce,SWE-agent datasets,43,False,False,1.0,0.6744186046511628,0.46511627906976744,True,True,True,36,3,6,43,29,20
Final500,enriched difficult loop-heavy set,Final500_T000317,c13345ac0201987afbacda459b7551c692a323e3e82b705002bb590f07643514,SWE-agent datasets,132,False,True,0.6363636363636364,0.6363636363636364,0.7651515151515151,True,True,True,16,3,47,84,84,101
Final500,enriched difficult loop-heavy set,Final500_T000318,5c68184c071b53cbb3ca2688389ddd16e551ff594d74964a5d83e9f7c313a135,SWE-agent datasets,32,False,False,0.9375,0.0,0.0,True,False,False,30,0,0,30,0,0
Final500,enriched difficult loop-heavy set,Final500_T000319,a2c509c5c2296740fdc832306de270835fa7285f64b48e1fc76693ccd8c1190c,SWE-agent datasets,93,False,False,0.44086021505376344,0.1827956989247312,0.6989247311827957,True,True,True,38,5,55,41,17,65
Final500,enriched difficult loop-heavy set,Final500_T000320,54691904a92a31bd14d8e1474099810a4473643658c973dd9d06af5fe1f053c4,SWE-agent datasets,38,False,False,0.47368421052631576,0.0,0.6052631578947368,True,False,True,16,0,20,18,0,23
Final500,enriched difficult loop-heavy set,Final500_T000321,9425dafe9de4ce4077c7b1ff1f616445dff86146cf53ac77592d2fe56dfb5414,SWE-agent datasets,46,False,False,0.9347826086956522,0.8043478260869565,0.5434782608695652,True,True,True,35,3,10,43,37,25
Final500,enriched difficult loop-heavy set,Final500_T000322,d9a20c6193353e0dca6d26bb5dd5fca24ad080bd2567d9f781c89b852aaacad6,SWE-agent datasets,33,False,False,0.9696969696969697,0.42424242424242425,0.0,True,True,False,30,3,0,32,14,0
Final500,enriched difficult loop-heavy set,Final500_T000323,f4975c392e8e4c6a84d934f4c5cd7693edfd3a70499e7b3eae9844738ecad571,SWE-agent datasets,200,True,True,0.255,0.11,0.895,True,True,True,30,4,168,51,22,179
Final500,enriched difficult loop-heavy set,Final500_T000324,fc53d761bc8a2b48a1f3f993cbcc8faa43f3345f07c05b8963e1d4d035ed59f1,SWE-agent datasets,33,False,False,1.0,1.0,0.0,True,True,False,32,5,0,33,33,0
Final500,enriched difficult loop-heavy set,Final500_T000325,061d3277f77aa271e609795657c6ddf95a62e01716683ffa0f824d01903e5e91,SWE-agent datasets,31,False,False,1.0,0.0,0.0,True,False,False,30,0,0,31,0,0
Final500,enriched difficult loop-heavy set,Final500_T000326,1ff27bf89c44fe2941950fdcb0fe73babaa09797045a7574e870a8429d06321e,SWE-agent datasets,109,False,False,0.963302752293578,0.944954128440367,0.8073394495412844,True,True,True,18,4,85,105,103,88
Final500,enriched difficult loop-heavy set,Final500_T000327,29bbd1fb2cfb28484b42c5346c42f074988d2f12681d3e2ce316279c2797fcf3,SWE-agent datasets,38,False,False,0.9736842105263158,0.39473684210526316,0.0,True,True,False,35,3,0,37,15,0
Final500,enriched difficult loop-heavy set,Final500_T000328,be5ecc23d3ecd6eec00594cd27539da8184c3c79e0f1e3ead3f5fa7c460fd142,SWE-agent datasets,38,False,False,0.8421052631578947,0.8421052631578947,0.0,True,True,False,32,4,0,32,32,0
Final500,enriched difficult loop-heavy set,Final500_T000329,8fbeb217efc85108ec29b6ff85fb3de0cc80ebab69efca9d9cafa7c4bbc49ec3,SWE-agent datasets,50,False,False,1.0,0.78,0.0,True,True,False,50,8,0,50,39,0
Final500,enriched difficult loop-heavy set,Final500_T000330,e542b0c4d20f2ede36ffab382fc95b6b5f0d9dffeb460286004114b2a4120d45,SWE-agent datasets,79,False,False,1.0,0.9746835443037974,0.7848101265822784,True,True,True,19,4,60,79,77,62
Final500,enriched difficult loop-heavy set,Final500_T000331,eded2adc23178fa21f64f8a88e19dbb01c9431a3257210386baf313be734ca1b,SWE-agent datasets,37,False,False,0.972972972972973,0.10810810810810811,0.6756756756756757,True,True,True,28,2,5,36,4,25
Final500,enriched difficult loop-heavy set,Final500_T000332,558be8d43a64580ce8fa58014c4e00bef02822fc88cf2bfd20736c8ec7123300,SWE-agent datasets,82,False,False,0.4268292682926829,0.3048780487804878,0.6219512195121951,True,True,True,28,5,49,35,25,51
Final500,enriched difficult loop-heavy set,Final500_T000333,77a60a88c59cffbd0072b4346f43a6651a6b8332aeebd86da225cc8380fba60c,SWE-agent datasets,105,False,False,0.26666666666666666,0.0,0.7142857142857143,True,False,True,27,0,75,28,0,75
Final500,enriched difficult loop-heavy set,Final500_T000334,8a30dd9c14d9718e0f9e721be82f4149be650639043ae8bfc1eaa11586e808da,SWE-agent datasets,76,False,False,0.40789473684210525,0.40789473684210525,0.8026315789473685,True,True,True,18,3,57,31,31,61
Final500,enriched difficult loop-heavy set,Final500_T000335,08a5904f82d523fd7430edd29c69fbe24dffdb8958e583ea695b8319b5515f0b,SWE-agent datasets,162,False,True,0.16049382716049382,0.16049382716049382,0.8148148148148148,True,True,True,26,4,128,26,26,132
Final500,enriched difficult loop-heavy set,Final500_T000336,3bedfa6ff8d7f2cce4e7286bf875965a2ced9bbc6a30b97023c6aee140b5e5e2,SWE-agent datasets,37,False,False,0.8378378378378378,0.6486486486486487,0.0,True,True,False,30,4,0,31,24,0
Final500,enriched difficult loop-heavy set,Final500_T000337,c4535caade7fa97ca95f0453e0435200ad02b2a53c05950d1d9836d26c435b0c,SWE-agent datasets,50,False,False,1.0,0.38,0.24,True,True,True,49,3,1,50,19,12
Final500,enriched difficult loop-heavy set,Final500_T000338,df5e056317f8bb74448d1e1b673ae0d321b8823022cae29ec76c4f5f3ffe745f,SWE-agent datasets,80,False,False,0.325,0.0375,0.875,True,True,True,23,2,34,26,3,70
Final500,enriched difficult loop-heavy set,Final500_T000339,7ed97cfc1107e57c3c26ac847b41357e8467f24efd286917bf275a04d2f11288,SWE-agent datasets,38,False,False,0.4473684210526316,0.23684210526315788,0.7894736842105263,True,True,True,16,1,21,17,9,30
Final500,enriched difficult loop-heavy set,Final500_T000340,4070e37e87e410215bd06c1591143a541e45feb6a9f99c03584d3bee4a00b700,SWE-agent datasets,36,False,False,0.8888888888888888,0.8333333333333334,0.0,True,True,False,30,4,0,32,30,0
Final500,enriched difficult loop-heavy set,Final500_T000341,b098736abae391c8bb0220470251dda480bec88e1167dc8864facc5488d9ef93,SWE-agent datasets,31,False,False,0.8709677419354839,0.7096774193548387,0.0,True,True,False,26,2,0,27,22,0
Final500,enriched difficult loop-heavy set,Final500_T000342,ddc92b73b187f4a582390cd9e91ff3177aea7913932420bd6c063763bd42e99f,SWE-agent datasets,34,False,False,1.0,0.8235294117647058,0.11764705882352941,True,True,True,31,2,3,34,28,4
Final500,enriched difficult loop-heavy set,Final500_T000343,b72af22921212d33fdee8e111bbc61063f45d11943006979512dbe0ebbf678de,SWE-agent datasets,199,True,True,0.11055276381909548,0.11055276381909548,0.8793969849246231,True,True,True,22,2,173,22,22,175
Final500,enriched difficult loop-heavy set,Final500_T000344,ffb169c618356ecaf644f5cb4eeeae4b6d33e0a2c849088e9b6c38bdbb7c8b35,SWE-agent datasets,32,False,False,1.0,1.0,0.0,True,True,False,32,7,0,32,32,0
Final500,enriched difficult loop-heavy set,Final500_T000345,8e2dcb307cfaca7196a1e8789808c19596e5bb06bfaf6773296a964191376f3a,SWE-agent datasets,125,False,True,0.904,0.2,0.664,True,True,True,34,3,82,113,25,83
Final500,enriched difficult loop-heavy set,Final500_T000346,4ddf9d86fc527ab7a3df0beca04342da1619161d7aed2d7d5bf5ad01db502d80,SWE-agent datasets,99,False,False,0.26262626262626265,0.1717171717171717,0.7676767676767676,True,True,True,23,4,76,26,17,76
Final500,enriched difficult loop-heavy set,Final500_T000347,52b2cfcc5ae58df535b7f312d0cd288d999000ed832c30af530c2727be07065f,SWE-agent datasets,39,False,False,1.0,1.0,0.0,True,True,False,37,6,0,39,39,0
Final500,enriched difficult loop-heavy set,Final500_T000348,b2b428406c55958bfd32b4af44d0ab2beaefe17ebf6bda0b910cb86edd4adc2d,SWE-agent datasets,37,False,False,1.0,0.4864864864864865,0.21621621621621623,True,True,True,32,4,2,37,18,8
Final500,enriched difficult loop-heavy set,Final500_T000349,6fb40f377882c1f414def34fe7ebf830b320d7bb2868a0cb6fce57f9643a1923,SWE-agent datasets,68,False,False,0.8529411764705882,0.1323529411764706,0.8088235294117647,True,True,True,43,1,24,58,9,55
Final500,enriched difficult loop-heavy set,Final500_T000350,fd43289836be7138a0479959d5bcc640c4bce2413c198f8d59bc30b0490946be,SWE-agent datasets,140,False,True,0.25,0.15,0.8071428571428572,True,True,True,28,4,111,35,21,113
Final500,enriched difficult loop-heavy set,Final500_T000351,fbcdb976bed4f532728fd24c71809dd1913f46d1ac09c174e705b98f09f3b624,SWE-agent datasets,49,False,False,0.9795918367346939,0.8979591836734694,0.0,True,True,False,48,5,0,48,44,0
Final500,enriched difficult loop-heavy set,Final500_T000352,0a79391a6b6522bd27d3d96abbbb8e9baafc795e1b44b8f0a2c7fa9f364bdc35,SWE-agent datasets,35,False,False,1.0,0.7714285714285715,0.0,True,True,False,35,5,0,35,27,0
Final500,enriched difficult loop-heavy set,Final500_T000353,94d82970afdaf54f360e69fc5b54d6ce74056b6ea5ca9d306f18c4abc4df5da6,SWE-agent datasets,31,False,False,1.0,0.3870967741935484,0.0,True,True,False,31,2,0,31,12,0
Final500,enriched difficult loop-heavy set,Final500_T000354,c14a18d24ede5c7680222d405244f10e0e3dc998d01217f285348916e0d941db,SWE-agent datasets,40,False,False,0.975,0.85,0.35,True,True,True,25,4,13,39,34,14
Final500,enriched difficult loop-heavy set,Final500_T000355,f43b23ca322114c2358146b08fb842e6739458e49bffeba912f9ef4071ab3ac2,SWE-agent datasets,94,False,False,1.0,0.19148936170212766,0.7127659574468085,True,True,True,28,2,66,94,18,67
Final500,enriched difficult loop-heavy set,Final500_T000356,3420376463cac196cdd022f18e11a1269fac183d0256981244ee7f8711413b7e,SWE-agent datasets,95,False,False,0.9894736842105263,0.0,0.8526315789473684,True,False,True,15,0,79,94,0,81
Final500,enriched difficult loop-heavy set,Final500_T000357,393ba0ae94771d098a55bca34b2ba90528dde576eb81f5329b2c3ec8f0d8ee08,SWE-agent datasets,33,False,False,0.8484848484848485,0.6363636363636364,0.12121212121212122,True,True,True,27,5,4,28,21,4
Final500,enriched difficult loop-heavy set,Final500_T000358,71496caa577448a3ff9ff05451cadeecf6ad66bc4f0576278bf8b88a08cfca92,SWE-agent datasets,92,False,False,1.0,1.0,0.0,True,True,False,85,16,0,92,92,0
Final500,enriched difficult loop-heavy set,Final500_T000359,6a76fb8256eeb843b40edd50ba0376fab0cffa26b878d6eb9365293c39e8946b,SWE-agent datasets,53,False,False,0.9811320754716981,0.18867924528301888,0.7735849056603774,True,True,True,12,1,40,52,10,41
Final500,enriched difficult loop-heavy set,Final500_T000360,287e27fd24594e1c80ccf54e15a33c26eb149104b916e1288746d2bf51166049,SWE-agent datasets,81,False,False,1.0,0.9259259259259259,0.1111111111111111,True,True,True,74,11,2,81,75,9
Final500,enriched difficult loop-heavy set,Final500_T000361,4719cfde2a6f8dee4398b80a6682571322cfde3a94fa2595fa8202df78a46725,SWE-agent datasets,60,False,False,1.0,0.0,0.8166666666666667,True,False,True,10,0,48,60,0,49
Final500,enriched difficult loop-heavy set,Final500_T000362,ec137b37055236054ef2ba0519ed0d21a157ec3c2e364ba7d21729e594a385c6,SWE-agent datasets,34,False,False,0.9705882352941176,0.6764705882352942,0.08823529411764706,True,True,True,27,8,2,33,23,3
Final500,enriched difficult loop-heavy set,Final500_T000363,750f3bffe42a8a6d4ae5ebe617207339aebff0938c01e90feda939c092c19398,SWE-agent datasets,61,False,False,0.9836065573770492,0.14754098360655737,0.26229508196721313,True,True,True,45,3,15,60,9,16
Final500,enriched difficult loop-heavy set,Final500_T000364,b316d2ad68d14fc84b1afc2c8ff682a7b0cdf2ef9ccc8463d2b4c0d6dfda8ff8,SWE-agent datasets,85,False,False,0.9647058823529412,0.9647058823529412,0.0,True,True,False,54,4,0,82,82,0
Final500,enriched difficult loop-heavy set,Final500_T000365,0bf8162ca9880636e0179e630cb018c54b34af3c95085195e1f015533e7e0d6a,SWE-agent datasets,101,False,False,0.26732673267326734,0.18811881188118812,0.8217821782178217,True,True,True,14,5,33,27,19,83
Final500,enriched difficult loop-heavy set,Final500_T000366,e784456e23f28c27fd9969a8ea621c0eb17b0c5472468323ea29b940e203e45f,SWE-agent datasets,89,False,False,0.9325842696629213,0.9325842696629213,0.0,True,True,False,72,13,0,83,83,0
Final500,enriched difficult loop-heavy set,Final500_T000367,32d606f40783f315398de6b9fb93e8f75fa33af354fc2293c9a10df08fe53d8e,SWE-agent datasets,97,False,False,0.35051546391752575,0.35051546391752575,0.6494845360824743,True,True,True,30,7,51,34,34,63
Final500,enriched difficult loop-heavy set,Final500_T000368,96f103acfa34221349874937711605eb15636c2bff09066f638abfc1c8db7be9,SWE-agent datasets,132,False,True,0.3333333333333333,0.2727272727272727,0.6893939393939394,True,True,True,20,6,78,44,36,91
Final500,enriched difficult loop-heavy set,Final500_T000369,a778f9be552ed250b2dcd551f5a1407203641838d5bd6f1f5057761b491a3240,SWE-agent datasets,43,False,False,0.9767441860465116,0.6976744186046512,0.0,True,True,False,42,5,0,42,30,0
Final500,enriched difficult loop-heavy set,Final500_T000370,05f05076c58f981f93e7207bb803c5549fa6d2bcbb078ec431628250d37f9b4b,SWE-agent datasets,33,False,False,0.9090909090909091,0.9090909090909091,0.0,True,True,False,30,9,0,30,30,0
Final500,enriched difficult loop-heavy set,Final500_T000371,33a2d93b38541d1e1c8be9dd467766deb5ef2217bda16ee9996f237d61780d88,SWE-agent datasets,35,False,False,0.9428571428571428,0.5428571428571428,0.0,True,True,False,33,3,0,33,19,0
Final500,enriched difficult loop-heavy set,Final500_T000372,b365c473106430c4df50f6430d7b6b0d744f729591ba76ec4df855144c5d9b4b,SWE-agent datasets,58,False,False,1.0,0.9655172413793104,0.0,True,True,False,58,12,0,58,56,0
Final500,enriched difficult loop-heavy set,Final500_T000373,9ba874d161c97c0ba87ca1a6e86ef99f8f85db901197ae2493c90d7d09f7ae4c,SWE-agent datasets,53,False,False,1.0,0.6981132075471698,0.0,True,True,False,53,8,0,53,37,0
Final500,enriched difficult loop-heavy set,Final500_T000374,51b24102127708d3abff619eccaabfd842451d95a95c52a72edfb3000b274973,SWE-agent datasets,128,False,True,0.234375,0.234375,0.859375,True,True,True,26,7,101,30,30,110
Final500,enriched difficult loop-heavy set,Final500_T000375,fb42a5cb442adf8a7070a1c100d82cc39f4f1dff51675efaa552123e46dfc67c,SWE-agent datasets,65,False,False,0.9692307692307692,0.0,0.5230769230769231,True,False,True,49,0,13,63,0,34
Final500,enriched difficult loop-heavy set,Final500_T000376,f4d154a4b8e05a46be18b0e7903a498603ff9d6d44a937fc0a28907236793d58,SWE-agent datasets,112,False,True,0.8303571428571429,0.0625,0.8660714285714286,True,True,True,59,2,48,93,7,97
Final500,enriched difficult loop-heavy set,Final500_T000377,7ed393320de6a12b6bf3afd5aecdcd54839ba339af1cbf002744269f00335e89,SWE-agent datasets,92,False,False,0.20652173913043478,0.20652173913043478,0.7934782608695652,True,True,True,19,1,73,19,19,73
Final500,enriched difficult loop-heavy set,Final500_T000378,872302aa7377f9654aa20ab419757945f279c01ef2b3a10cf3ea0f50f8426000,SWE-agent datasets,32,False,False,0.90625,0.4375,0.0,True,True,False,28,1,0,29,14,0
Final500,enriched difficult loop-heavy set,Final500_T000379,01d2804ad872271709635ca6c45e047e2d70afaffba55165dd1b899d170afde6,SWE-agent datasets,36,False,False,1.0,1.0,0.0,True,True,False,36,7,0,36,36,0
Final500,enriched difficult loop-heavy set,Final500_T000380,a4465bbc2eb8730f9522089ee409acfbe1a5794f2dfbf729555babc7f6d58cae,SWE-agent datasets,100,False,False,0.31,0.22,0.8,True,True,True,24,3,74,31,22,80
Final500,enriched difficult loop-heavy set,Final500_T000381,277012c743fd7f08d93f5c410b8077358088a7acc54ced9364265d0bbbc2b9ad,SWE-agent datasets,40,False,False,0.975,0.875,0.0,True,True,False,39,6,0,39,35,0
Final500,enriched difficult loop-heavy set,Final500_T000382,24b0a096a135601795b65a4257f259baef4e3a70178042e3ef124a058cf394c2,SWE-agent datasets,33,False,False,0.9696969696969697,0.8181818181818182,0.15151515151515152,True,True,True,28,3,3,32,27,5
Final500,enriched difficult loop-heavy set,Final500_T000383,1b659305fe1ab174e035d41fb09007e49320d106b057ef5459424f30cb3f7a3f,SWE-agent datasets,31,False,False,0.9354838709677419,0.3225806451612903,0.22580645161290322,True,True,True,24,3,6,29,10,7
Final500,enriched difficult loop-heavy set,Final500_T000384,a8a91db838159bd64c4614553d29e3a12965b6ce66d351ce22aa3d8d8453f056,SWE-agent datasets,34,False,False,1.0,1.0,0.0,True,True,False,31,1,0,34,34,0
Final500,enriched difficult loop-heavy set,Final500_T000385,1468d834f446bc70178946965bdb7e46da1e217f7c169bda6ae30cbd75aba946,SWE-agent datasets,121,False,True,0.9752066115702479,0.2727272727272727,0.6859504132231405,True,True,True,78,8,43,118,33,83
Final500,enriched difficult loop-heavy set,Final500_T000386,e497d0efd7e86d46e9a3d0360bca6241af398e6c7fb269082827799494a8dbc3,SWE-agent datasets,84,False,False,0.5476190476190477,0.11904761904761904,0.9047619047619048,True,True,True,21,2,62,46,10,76
Final500,enriched difficult loop-heavy set,Final500_T000387,c3e1361956ad0847d5300abef940f784774437061a7c8ba7dd8e120beb40e5e0,SWE-agent datasets,32,False,False,1.0,1.0,0.0,True,True,False,31,5,0,32,32,0
Final500,enriched difficult loop-heavy set,Final500_T000388,3aba029382d2f728b60ef2e8483674ae846b2729b00fc5e84560dd0acf6ad86a,SWE-agent datasets,175,True,True,0.2742857142857143,0.2742857142857143,0.9257142857142857,True,True,True,14,7,161,48,48,162
Final500,enriched difficult loop-heavy set,Final500_T000389,f5856fde5d78e9ed2a650d607e47576714cd7f419bd2f6d0b17288b27047de5d,SWE-agent datasets,32,False,False,0.96875,0.71875,0.0,True,True,False,31,3,0,31,23,0
Final500,enriched difficult loop-heavy set,Final500_T000390,4a0ceabe022041c30ae91e848fea5ed3a7f50f8d37d3ac514dba8ccc5acad556,SWE-agent datasets,88,False,False,0.26136363636363635,0.26136363636363635,0.7386363636363636,True,True,True,23,4,65,23,23,65
