dataset,dataset_role,public_trajectory_id,original_trajectory_sha256,source_family,trajectory_length,top_10pct_longest_global,top_10pct_longest_within_dataset,pi_density,hn_density,uc_density,has_pi,has_hn,has_uc,pi_step_count,hn_step_count,uc_step_count,pi_projected_step_count,hn_projected_step_count,uc_projected_step_count
Natural500,natural-distribution control,Natural500_T000261,82f19da1d798ef71dcaf518951e1ee469c0b0439d239d63dce9b6d3068ceae66,SWE-agent datasets,59,False,True,0.7796610169491526,0.7288135593220338,0.15254237288135594,True,True,True,30,9,7,46,43,9
Natural500,natural-distribution control,Natural500_T000262,4c892cc6744658ca8929d6176a3c63695cf7bf656510ad54cae7934aff020be5,SWE-agent datasets,23,False,False,0.6956521739130435,0.0,0.0,True,False,False,16,0,0,16,0,0
Natural500,natural-distribution control,Natural500_T000263,4d832a58cce6b0889adb63f6785e25967190ea31bdb5dc3b9166617006eca0b3,SWE-agent datasets,10,False,False,0.7,0.3,0.2,True,True,True,7,3,2,7,3,2
Natural500,natural-distribution control,Natural500_T000264,cbb9a147b7a86fcc2f8b20ce6a2e49f0ae0a91db0b01f38a326dc8dbccb9af7a,SWE-agent datasets,10,False,False,0.9,0.0,0.0,True,False,False,9,0,0,9,0,0
Natural500,natural-distribution control,Natural500_T000265,ceb90f426db862384e26368b7faf2496bd238dec2b83477de129a624cc8b5395,SWE-agent datasets,7,False,False,0.0,0.0,1.0,False,False,True,0,0,7,0,0,7
Natural500,natural-distribution control,Natural500_T000266,217a1f24163e31ee1b15cd055438a7376c779bbc0c4203c2b8195fe6558d2df6,SWE-agent datasets,9,False,False,1.0,0.0,0.0,True,False,False,9,0,0,9,0,0
Natural500,natural-distribution control,Natural500_T000267,8de03d391515a054e75520ba7d1e7370f1a8020dde571b15a57b8caa4928f76c,SWE-agent datasets,9,False,False,1.0,0.0,0.0,True,False,False,9,0,0,9,0,0
Natural500,natural-distribution control,Natural500_T000268,182d71d26e0d0252b8f506c5cc72acfa5f9a60afb040c519d024f143c95d1840,SWE-agent datasets,9,False,False,0.3333333333333333,0.0,0.4444444444444444,True,False,True,3,0,4,3,0,4
Natural500,natural-distribution control,Natural500_T000269,b0eb91a498c3a782252b332b7984bc1fd24c9ef0afb03852333c09b853d0f0b9,SWE-agent datasets,14,False,False,0.8571428571428571,0.0,0.0,True,False,False,12,0,0,12,0,0
Natural500,natural-distribution control,Natural500_T000270,38b524c112e649dfa853ac9b596cbb19785ee592f364c0a5ecfa73d7e4e83470,SWE-agent datasets,15,False,False,0.7333333333333333,0.0,0.0,True,False,False,11,0,0,11,0,0
Natural500,natural-distribution control,Natural500_T000271,89362915104bb4b2f66d6ebc69d0ddc4a9575e10c6072afc084068c974db8b60,SWE-agent datasets,7,False,False,0.5714285714285714,0.0,0.0,True,False,False,4,0,0,4,0,0
Natural500,natural-distribution control,Natural500_T000272,e1a24256c30a01cb29fcc0c11254606ad6dc02eb743144ceaa9e2e2cc1646788,SWE-agent datasets,11,False,False,1.0,0.0,0.0,True,False,False,11,0,0,11,0,0
Natural500,natural-distribution control,Natural500_T000273,4e644e9d4bf204fa66c8b91f7a4fbcc60dd4083bca8db7cef8bc216246b4b5eb,SWE-agent datasets,36,False,True,0.5833333333333334,0.4444444444444444,0.2777777777777778,True,True,True,21,8,6,21,16,10
Natural500,natural-distribution control,Natural500_T000274,b817ac7e02cb05b83176f6c5a7b73386476e2e7e903a2a4b30727bd7bc26edb9,SWE-agent datasets,11,False,False,0.8181818181818182,0.0,0.0,True,False,False,9,0,0,9,0,0
Natural500,natural-distribution control,Natural500_T000275,28fefbae30a60149d2a7b9a0f065d5ad6c9709d70112da49723e3ca017d24532,SWE-agent datasets,13,False,False,1.0,0.0,0.0,True,False,False,13,0,0,13,0,0
Natural500,natural-distribution control,Natural500_T000276,a397802a93f91b4f47e0822702cb9ec994e7a67017e898a1123ea099d88d1449,SWE-agent datasets,20,False,False,0.9,0.35,0.05,True,True,True,18,4,1,18,7,1
Natural500,natural-distribution control,Natural500_T000277,6382e9e82d644a52a9390537b8d180c5b076917f96ec113d13c8f3ab20d16149,SWE-agent datasets,19,False,False,0.7894736842105263,0.0,0.0,True,False,False,15,0,0,15,0,0
Natural500,natural-distribution control,Natural500_T000278,ad3b3f3f5d9ded7fb3406f523f2d8df844365e9c4bccdbbb3d0355d4fb9b8317,SWE-agent datasets,43,False,True,0.9302325581395349,0.5813953488372093,0.20930232558139536,True,True,True,31,6,7,40,25,9
Natural500,natural-distribution control,Natural500_T000279,e861e660f9f01be5fd6de620ea6264e8fc5fc8160bfdfb24b0cb6d3712eb9a7b,SWE-agent datasets,14,False,False,0.7857142857142857,0.0,0.0,True,False,False,11,0,0,11,0,0
Natural500,natural-distribution control,Natural500_T000280,6cf620e048b43c9b500f17ce028c5e6f1a4f8a9a7b900ed8c3e2881e44e87cd7,SWE-agent datasets,7,False,False,0.0,0.0,0.0,False,False,False,0,0,0,0,0,0
Natural500,natural-distribution control,Natural500_T000281,6ed4563d12160a77f4a8367bcb56413aa051c2d5c7ef00bcb63bec0c2c5d6d43,SWE-agent datasets,12,False,False,0.9166666666666666,0.5,0.0,True,True,False,10,5,0,11,6,0
Natural500,natural-distribution control,Natural500_T000282,76d061006cb63e465c27b2070e55720e233a3bb1ca35aed06b02ac9d759697fd,SWE-agent datasets,11,False,False,0.6363636363636364,0.0,0.0,True,False,False,6,0,0,7,0,0
Natural500,natural-distribution control,Natural500_T000283,f244e3c87a906902dca9f6647bfa8b86ef770840533b3c94e9ba26e100c6c8ba,SWE-agent datasets,16,False,False,0.8125,0.0625,0.0,True,True,False,13,1,0,13,1,0
Natural500,natural-distribution control,Natural500_T000284,b26f9b74fdd6a934857943126641ed96c20cd472ebcad5389cafb927178eff79,SWE-agent datasets,10,False,False,0.9,0.9,0.0,True,True,False,9,1,0,9,9,0
Natural500,natural-distribution control,Natural500_T000285,a2c82d0baa2bd14e4d535adc98e82f00f5e041086d6e9a729b127f9a8cac11a2,SWE-agent datasets,7,False,False,1.0,0.0,0.0,True,False,False,7,0,0,7,0,0
Natural500,natural-distribution control,Natural500_T000286,4000734bc6b8e33cd624d2982578307565f16af83fefdf4cfae402abcf4b1ac1,SWE-agent datasets,8,False,False,1.0,0.0,0.0,True,False,False,8,0,0,8,0,0
Natural500,natural-distribution control,Natural500_T000287,72f9ae9b748c7f0571566ffb8dc91f1a47ea300c4ae3ca83b180108b1ee2fef0,SWE-agent datasets,7,False,False,0.7142857142857143,0.0,0.0,True,False,False,5,0,0,5,0,0
Natural500,natural-distribution control,Natural500_T000288,6c5bb11380a1417eeb51a4dd7a3678c658b350b409a62cc6569958c57f18cb7a,SWE-agent datasets,6,False,False,0.5,0.16666666666666666,0.0,True,True,False,3,1,0,3,1,0
Natural500,natural-distribution control,Natural500_T000289,7ecf815b4bacdadb15331ffe7a3a04c2a116376e43ba2e44b7800174f7d27c1b,SWE-agent datasets,15,False,False,0.8666666666666667,0.13333333333333333,0.0,True,True,False,13,2,0,13,2,0
Natural500,natural-distribution control,Natural500_T000290,c1bf8ce6b1b811f794fa261249fb76c0edcf85809e24c7791c287149e77385c8,SWE-agent datasets,17,False,False,0.9411764705882353,0.0,0.0,True,False,False,16,0,0,16,0,0
Natural500,natural-distribution control,Natural500_T000291,4af7f9ba8657a6c8cfc1d0850c80a4f4433b9f8f285f50cd2c5976a72aa0222c,SWE-agent datasets,136,False,True,0.11029411764705882,0.07352941176470588,0.875,True,True,True,13,5,119,15,10,119
Natural500,natural-distribution control,Natural500_T000292,7960bcea804dc9e444d7805f1b98282125eb0f4a6ff335098a0f6ee803121d07,SWE-agent datasets,7,False,False,1.0,0.0,0.0,True,False,False,7,0,0,7,0,0
Natural500,natural-distribution control,Natural500_T000293,092d020490a51dfb8aac08faf74e2f1a048f311b620a5980229262b15bf28a5c,SWE-agent datasets,8,False,False,1.0,0.0,0.0,True,False,False,8,0,0,8,0,0
Natural500,natural-distribution control,Natural500_T000294,3d2a0970245bc2bb509521d6af4fe3e9332ce7deca0536636a1d82e1b268b3a8,SWE-agent datasets,31,False,True,0.25806451612903225,0.0,0.7419354838709677,True,False,True,8,0,22,8,0,23
Natural500,natural-distribution control,Natural500_T000295,d7424d53cb7e601bb4d6c81813fda939c4812c44e1788f8af6abb88bfd2765b4,SWE-agent datasets,13,False,False,0.7692307692307693,0.0,0.0,True,False,False,10,0,0,10,0,0
Natural500,natural-distribution control,Natural500_T000296,ea17ee907117151aec999b2e9439631ac1e9a23277c1465a23792205775998bb,SWE-agent datasets,14,False,False,0.8571428571428571,0.0,0.0,True,False,False,12,0,0,12,0,0
Natural500,natural-distribution control,Natural500_T000297,6d9088686e6b30312e7083789e2f6733285b23dad3dfd264a06c8d69aaec34f7,SWE-agent datasets,8,False,False,1.0,0.0,0.0,True,False,False,8,0,0,8,0,0
Natural500,natural-distribution control,Natural500_T000298,a59c14d5a11575ba70e32dc52be575905f625ca26fe6596be5a6f4055b18803f,SWE-agent datasets,9,False,False,0.5555555555555556,0.0,0.0,True,False,False,5,0,0,5,0,0
Natural500,natural-distribution control,Natural500_T000299,36e2de1b1ed277763594bd1a5e8f97390b959766c23931bdbf5ba650c0457c08,SWE-agent datasets,17,False,False,0.5294117647058824,0.0,0.47058823529411764,True,False,True,9,0,8,9,0,8
Natural500,natural-distribution control,Natural500_T000300,b6f5e6178ceb2c1175ebc4fabf0c93b1d9e5ffc73e50826281948d8bc4924521,SWE-agent datasets,11,False,False,0.8181818181818182,0.0,0.0,True,False,False,9,0,0,9,0,0
Natural500,natural-distribution control,Natural500_T000301,8d80f8198dfd077b397f22b7643f621e95ca5e71592c6fc8d45c1acc27ce01ae,SWE-agent datasets,29,False,False,0.8620689655172413,0.27586206896551724,0.0,True,True,False,24,5,0,25,8,0
Natural500,natural-distribution control,Natural500_T000302,e20e70589e468841add509dbd089e5b35c3690658ad7e6e0adb32739d6b66ac3,SWE-agent datasets,8,False,False,1.0,0.0,0.0,True,False,False,8,0,0,8,0,0
Natural500,natural-distribution control,Natural500_T000303,b4d31b524efc7a1965019777bf42a0c451aea8b5a9116372d14f414352ac3658,SWE-agent datasets,32,False,True,0.1875,0.03125,0.71875,True,True,True,6,1,11,6,1,23
Natural500,natural-distribution control,Natural500_T000304,f7f5c6b74a4fc1afcf24d097078436938e7daff2fdf3a7a80b24dc882fdc1ee2,SWE-agent datasets,30,False,False,0.6333333333333333,0.0,0.43333333333333335,True,False,True,19,0,10,19,0,13
Natural500,natural-distribution control,Natural500_T000305,2a208481e902a7e7d366a340b41bf864b2ebff61ec7abd1e89b8aadf56a111d4,SWE-agent datasets,15,False,False,0.0,0.0,0.8,False,False,True,0,0,11,0,0,12
Natural500,natural-distribution control,Natural500_T000306,f5b1ef29fcd977991089ca36f08dc95e51fd339c3b8a2f8892d076ca11e8b7bd,SWE-agent datasets,19,False,False,0.631578947368421,0.05263157894736842,0.0,True,True,False,12,1,0,12,1,0
Natural500,natural-distribution control,Natural500_T000307,5add852732cad8aba8feea2d01367226de43824879c50dbbedff0e4f69e59d6a,SWE-agent datasets,11,False,False,1.0,0.0,0.0,True,False,False,11,0,0,11,0,0
Natural500,natural-distribution control,Natural500_T000308,a497aa236f3391614da367643961218535bb31db96ebe05917934ca2cfda884b,SWE-agent datasets,17,False,False,0.6470588235294118,0.0,0.11764705882352941,True,False,True,11,0,2,11,0,2
Natural500,natural-distribution control,Natural500_T000309,ec2732200c2e3719be5d2d40cb72682cf331aa067e631e9b23752673d5da13e0,SWE-agent datasets,27,False,False,0.9259259259259259,0.0,0.0,True,False,False,25,0,0,25,0,0
Natural500,natural-distribution control,Natural500_T000310,e7719ca156ea94383452d99e9307daa60afa245fd786cabaad9c37bc750ccf9b,SWE-agent datasets,11,False,False,1.0,0.0,0.0,True,False,False,11,0,0,11,0,0
Natural500,natural-distribution control,Natural500_T000311,a536776dfeebdca979eec62fd2e1782bd706cb9dc84f059cabd6da59a45311bd,SWE-agent datasets,9,False,False,1.0,0.0,0.0,True,False,False,9,0,0,9,0,0
Natural500,natural-distribution control,Natural500_T000312,01d65a5216bd0d69a19032b86d228435e34b1f87bf0eb569d739c644a553612e,SWE-agent datasets,15,False,False,0.9333333333333333,0.0,0.0,True,False,False,14,0,0,14,0,0
Natural500,natural-distribution control,Natural500_T000313,dd667f2cddede8cef7d573a7d6f435ba71f194ae1782fa9ba32ad65df8c511ad,SWE-agent datasets,23,False,False,0.391304347826087,0.0,0.6086956521739131,True,False,True,9,0,14,9,0,14
Natural500,natural-distribution control,Natural500_T000314,86b8425333dd4e5e43840528770c5886e782132b54492347af4ad8dc4cfd0dd6,SWE-agent datasets,30,False,False,0.9333333333333333,0.7666666666666667,0.0,True,True,False,21,6,0,28,23,0
Natural500,natural-distribution control,Natural500_T000315,30befcbd29eb59b7f99a5b1170b9e5bc13f30e5a0a3954bec7c1a66e326b2755,SWE-agent datasets,8,False,False,1.0,0.0,0.0,True,False,False,8,0,0,8,0,0
Natural500,natural-distribution control,Natural500_T000316,43a99c1f284293505fa4fee5992c9c5c3ee90905c97ae831f025a3b7a00e20d8,SWE-agent datasets,12,False,False,0.9166666666666666,0.5833333333333334,0.0,True,True,False,11,5,0,11,7,0
Natural500,natural-distribution control,Natural500_T000317,333533ab5016a0eb442d781e9c65b65b6bd771236cc3ee5cb73feeff0b5f2485,SWE-agent datasets,16,False,False,1.0,0.875,0.0,True,True,False,14,5,0,16,14,0
Natural500,natural-distribution control,Natural500_T000318,0406e147ec99dc6e52e8b19f0929f7f0f2d2b8d73e1ddd4277c312f0801cdf05,SWE-agent datasets,13,False,False,0.6923076923076923,0.0,0.0,True,False,False,9,0,0,9,0,0
Natural500,natural-distribution control,Natural500_T000319,3f5981a80887e1febbd7e0e58e03d79662ee601d2b26bdb15b64104345f239af,SWE-agent datasets,10,False,False,1.0,0.0,0.0,True,False,False,10,0,0,10,0,0
Natural500,natural-distribution control,Natural500_T000320,40fd3be60ec8a6a2e11b0f0c9531c5085a390807a0a431853acd2acd3873d367,SWE-agent datasets,34,False,True,0.35294117647058826,0.2647058823529412,0.47058823529411764,True,True,True,11,3,15,12,9,16
Natural500,natural-distribution control,Natural500_T000321,5fa2275d604c1af22749d7026b8eee67b5a9adae34068f96c83398a32abe5df1,SWE-agent datasets,52,False,True,0.9038461538461539,0.9038461538461539,0.7692307692307693,True,True,True,11,3,36,47,47,40
Natural500,natural-distribution control,Natural500_T000322,4eb0cea483cdacce6228177a59202962b5b46eeabeb159dcf2d106d2836d4206,SWE-agent datasets,9,False,False,0.7777777777777778,0.0,0.0,True,False,False,7,0,0,7,0,0
Natural500,natural-distribution control,Natural500_T000323,3381eae063e9e18b50dcfc8384147e0883eca0f319e062daa586549439ad81f8,SWE-agent datasets,57,False,True,0.6666666666666666,0.631578947368421,0.3333333333333333,True,True,True,35,13,17,38,36,19
Natural500,natural-distribution control,Natural500_T000324,b3b8085892c088f6a6ccaefa72d7dff9a44b468c170a301f8c2d6df29bd9bdd2,SWE-agent datasets,8,False,False,0.625,0.0,0.0,True,False,False,5,0,0,5,0,0
Natural500,natural-distribution control,Natural500_T000325,3f0e45465ab21e2c1a3c7cb39ae902e7f904f1bb0c88189523384e7b699b5932,SWE-agent datasets,8,False,False,0.5,0.0,0.0,True,False,False,4,0,0,4,0,0
Natural500,natural-distribution control,Natural500_T000326,1b3e48e947f88e93925fdf6a9ca853cafff6e2e1050fc01a2bde73571bfd09e7,SWE-agent datasets,13,False,False,0.9230769230769231,0.0,0.0,True,False,False,12,0,0,12,0,0
Natural500,natural-distribution control,Natural500_T000327,9fb40042c0368abeac03f6780244bbacab19668a90e3865720b7204a6b26b80a,SWE-agent datasets,11,False,False,0.9090909090909091,0.6363636363636364,0.0,True,True,False,9,6,0,10,7,0
Natural500,natural-distribution control,Natural500_T000328,51215082c384f5b33c30069268f495c233bf15db9760ecd7e8efabac6cf08833,SWE-agent datasets,11,False,False,0.9090909090909091,0.0,0.0,True,False,False,10,0,0,10,0,0
Natural500,natural-distribution control,Natural500_T000329,7676c0ab44ea2ad3c20c235d78493a0e36bb2c4e05fdba2b82b969bc03d5b9ed,SWE-agent datasets,13,False,False,1.0,0.0,0.0,True,False,False,13,0,0,13,0,0
Natural500,natural-distribution control,Natural500_T000330,30109cbcd125adea49c832480247ca21e365dc02e923e5f78c9e3c6791c6ddc5,SWE-agent datasets,8,False,False,1.0,0.0,0.0,True,False,False,8,0,0,8,0,0
Natural500,natural-distribution control,Natural500_T000331,5e817c51f0f34e0c71c9642ea858c62367c49e17726a80f19d2b884bc9142ddc,SWE-agent datasets,7,False,False,0.5714285714285714,0.0,0.0,True,False,False,4,0,0,4,0,0
Natural500,natural-distribution control,Natural500_T000332,559b1ff96dc3e0bdb91f1afa4fab0510cd584a9fbdad1677135e882544bc11ff,SWE-agent datasets,44,False,True,0.7272727272727273,0.36363636363636365,0.09090909090909091,True,True,True,31,3,4,32,16,4
Natural500,natural-distribution control,Natural500_T000333,b695fc204be0a8f0b0df3ef3a132c6388da342c6fd79437c9bd3b0fa05048755,SWE-agent datasets,7,False,False,1.0,0.0,0.0,True,False,False,7,0,0,7,0,0
Natural500,natural-distribution control,Natural500_T000334,d9282602c1f8f79b6a1bf8e029707ad388c3a37ca4d908e1e69248efe879d280,SWE-agent datasets,9,False,False,1.0,0.0,0.0,True,False,False,9,0,0,9,0,0
Natural500,natural-distribution control,Natural500_T000335,4c0d517465406c5b960e950e843bae94cea4a67855dab1da46cf809ac5da4bcc,SWE-agent datasets,8,False,False,1.0,0.0,0.0,True,False,False,8,0,0,8,0,0
Natural500,natural-distribution control,Natural500_T000336,a374a98a595d2661457ebe2029abc98f0e844c704373b47c8fb6b8ee8dba8479,SWE-agent datasets,11,False,False,1.0,0.0,0.0,True,False,False,11,0,0,11,0,0
Natural500,natural-distribution control,Natural500_T000337,9d30dafd2f361d7ed5909ddaaca8f09cce0b3ae03a9a4b1c66ac73ae6be7ea04,SWE-agent datasets,7,False,False,1.0,0.0,0.0,True,False,False,7,0,0,7,0,0
Natural500,natural-distribution control,Natural500_T000338,dff3811c5cb9146ecede70df752890efbb0c71ca15a1882e0932118ac9170417,SWE-agent datasets,9,False,False,0.8888888888888888,0.0,0.0,True,False,False,8,0,0,8,0,0
Natural500,natural-distribution control,Natural500_T000339,f37ed1bce0d1b57d23b1f8af1a8503334adf6ef1c4bd4ead9a44af92566c15f1,SWE-agent datasets,10,False,False,0.9,0.0,0.0,True,False,False,9,0,0,9,0,0
Natural500,natural-distribution control,Natural500_T000340,90011334013f75fc369893d7e180ff38af6cdbcec948a91cf94b3042ec85da07,SWE-agent datasets,18,False,False,0.6111111111111112,0.0,0.0,True,False,False,11,0,0,11,0,0
Natural500,natural-distribution control,Natural500_T000341,67542d15294107ec6f8e3804dbce7ab500466c56c6d3801335134c34258657a7,SWE-agent datasets,34,False,True,1.0,0.5,0.11764705882352941,True,True,True,25,3,4,34,17,4
Natural500,natural-distribution control,Natural500_T000342,6091d2f690a4ef55ab342eb1ad949c920e225c7b1481a9cbd7fdfc8c60719fae,SWE-agent datasets,8,False,False,0.75,0.75,0.0,True,True,False,6,1,0,6,6,0
Natural500,natural-distribution control,Natural500_T000343,9a4a8f57e27ca76f720523ca27ddd8fc11ec62973d698b801ad59609bb77728d,SWE-agent datasets,12,False,False,1.0,0.0,0.0,True,False,False,12,0,0,12,0,0
Natural500,natural-distribution control,Natural500_T000344,5838de42e117f497c4e31bf78e5cfd91f5f3c21db2a86323b80ccee7fc8e5cc8,SWE-agent datasets,10,False,False,0.2,0.0,0.0,True,False,False,2,0,0,2,0,0
Natural500,natural-distribution control,Natural500_T000345,8f7f506ccd1e429a0f9d14e5e4e282bdd8b8e9311f92680422c9949f84fae55c,SWE-agent datasets,11,False,False,0.9090909090909091,0.0,0.0,True,False,False,10,0,0,10,0,0
Natural500,natural-distribution control,Natural500_T000346,c61d38c837714cffd01e597b3a406dcea65c361d1036da25190e4e1e2f39493a,SWE-agent datasets,8,False,False,1.0,0.0,0.0,True,False,False,8,0,0,8,0,0
Natural500,natural-distribution control,Natural500_T000347,e201ff4c4f59ab852f029b42fe9d045b68e48fc94b782198105f26739e7f7ba0,SWE-agent datasets,12,False,False,0.9166666666666666,0.0,0.0,True,False,False,11,0,0,11,0,0
Natural500,natural-distribution control,Natural500_T000348,4cc0ae9042997cc9a9990242dc1aa503e6800dfdd1246f53aa75d1bb08e09839,SWE-agent datasets,10,False,False,0.3,0.0,0.7,True,False,True,3,0,7,3,0,7
Natural500,natural-distribution control,Natural500_T000349,85ddb87aad21a48bcc4f996982c48fbf7f07d1f05225c41e4d716b772927e20c,SWE-agent datasets,10,False,False,0.7,0.1,0.0,True,True,False,7,1,0,7,1,0
Natural500,natural-distribution control,Natural500_T000350,9c9c6e1290fb016a2e8057a33c2fabf90ff4bb60fe37f4dbfe3c54d5edb65203,SWE-agent datasets,10,False,False,0.9,0.0,0.0,True,False,False,9,0,0,9,0,0
Natural500,natural-distribution control,Natural500_T000351,ec27238ce2079fa1290a2c68e4c4c87407feb7549ba118fe0e1d5985438363f5,SWE-agent datasets,13,False,False,0.9230769230769231,0.38461538461538464,0.0,True,True,False,11,2,0,12,5,0
Natural500,natural-distribution control,Natural500_T000352,91e897d9a6051dca4f6a0d04c7f901b3818623202b131219011236a27a290882,SWE-agent datasets,11,False,False,0.7272727272727273,0.0,0.0,True,False,False,8,0,0,8,0,0
Natural500,natural-distribution control,Natural500_T000353,7dfd819d437ba21217f862c69461b7bdf778782d30e7d23103b78cacb7cf2d3d,SWE-agent datasets,9,False,False,1.0,0.0,0.0,True,False,False,9,0,0,9,0,0
Natural500,natural-distribution control,Natural500_T000354,28f60d3bb2b39fc2530e0bbbb4152315e1b6f7f303d6f11e835c51ef6832c52f,SWE-agent datasets,30,False,False,1.0,0.6666666666666666,0.5666666666666667,True,True,True,14,4,16,30,20,17
Natural500,natural-distribution control,Natural500_T000355,31dbc0029ff9deb5da67a6f8470bd66960180c29ced76733ed0a2be1285f8889,SWE-agent datasets,10,False,False,0.9,0.0,0.0,True,False,False,9,0,0,9,0,0
Natural500,natural-distribution control,Natural500_T000356,deb519026f37ba8a4f19011fa8ce40f2fc82dc971bed20c1e3971bd428141994,SWE-agent datasets,17,False,False,1.0,0.0,0.0,True,False,False,17,0,0,17,0,0
Natural500,natural-distribution control,Natural500_T000357,47e7543c6d2edc600cf39890df0b000b0a8f40a026e937c86ac8db36dd64fb1f,SWE-agent datasets,14,False,False,0.7857142857142857,0.35714285714285715,0.0,True,True,False,10,3,0,11,5,0
Natural500,natural-distribution control,Natural500_T000358,f1b8af30521879fff283108597630173acde8c0352321cdbf1b257fba1e8be56,SWE-agent datasets,15,False,False,1.0,0.0,0.0,True,False,False,15,0,0,15,0,0
Natural500,natural-distribution control,Natural500_T000359,d211a2c380a99f46acf23e1bf837610d4c569b795e4235fc82a3467b9ffccbae,SWE-agent datasets,9,False,False,1.0,0.0,0.0,True,False,False,9,0,0,9,0,0
Natural500,natural-distribution control,Natural500_T000360,e578823941decf5d37c719949beada594ba0fc8bfbfc72462cbd0ddef67baa22,SWE-agent datasets,8,False,False,0.875,0.0,0.0,True,False,False,7,0,0,7,0,0
Natural500,natural-distribution control,Natural500_T000361,bb27d2f32dc625a6574ba27a6f4c30ec85efe28cdae7afefdcb982c52eca4a7a,SWE-agent datasets,9,False,False,0.7777777777777778,0.5555555555555556,0.0,True,True,False,7,1,0,7,5,0
Natural500,natural-distribution control,Natural500_T000362,76a565ab28862f2dfa3e2274d31260b5f83405680465ce31e93c0f9936a511be,SWE-agent datasets,20,False,False,0.85,0.0,0.0,True,False,False,17,0,0,17,0,0
Natural500,natural-distribution control,Natural500_T000363,9e2b1118d4b30a8fc8e8005017134ea8f0484f4489ac88cc34aba32aa19695b9,SWE-agent datasets,10,False,False,1.0,0.0,0.0,True,False,False,10,0,0,10,0,0
Natural500,natural-distribution control,Natural500_T000364,93588363cf3aa3976c9219bbf1ac91b0f4ad44a1efdb74d4b2217bbcc0a0229a,SWE-agent datasets,9,False,False,1.0,0.0,0.0,True,False,False,9,0,0,9,0,0
Natural500,natural-distribution control,Natural500_T000365,726193279fdc39387d17113501cf3979a1c71f5bf9ec19b16b773746097a3f92,SWE-agent datasets,7,False,False,0.7142857142857143,0.0,0.0,True,False,False,5,0,0,5,0,0
Natural500,natural-distribution control,Natural500_T000366,54dd65edadf97f27bb3794c50099543c7c93a8523e70212b1abae6e10ca45e75,SWE-agent datasets,11,False,False,1.0,0.0,0.0,True,False,False,11,0,0,11,0,0
Natural500,natural-distribution control,Natural500_T000367,aab4aa9cc8b3ee0b601134573364c652b524d46d6be01188e91dedb682530fd7,SWE-agent datasets,23,False,False,1.0,0.0,0.0,True,False,False,23,0,0,23,0,0
Natural500,natural-distribution control,Natural500_T000368,c6c225deb6bf963e94f0781cc0cfc5d8835417dcdbff4d730e6f3f05d1c079aa,SWE-agent datasets,12,False,False,1.0,0.0,0.0,True,False,False,12,0,0,12,0,0
Natural500,natural-distribution control,Natural500_T000369,74fc85f6fe800e527f348f961280d40003fc17a44c3f5ce25ffb9d1ccc000ef5,SWE-agent datasets,40,False,True,0.975,0.8,0.775,True,True,True,9,2,29,39,32,31
Natural500,natural-distribution control,Natural500_T000370,bb2bb658e952f80d4be93b1a7887c65730a6eea212c3cc594d8495ffaec5b6eb,SWE-agent datasets,48,False,True,0.2916666666666667,0.25,0.7083333333333334,True,True,True,13,5,34,14,12,34
Natural500,natural-distribution control,Natural500_T000371,c43604258983cfbbc4449af5fd81b1a2b078dd274af0bfecd6d85dc8a1112794,SWE-agent datasets,7,False,False,0.8571428571428571,0.0,0.0,True,False,False,6,0,0,6,0,0
Natural500,natural-distribution control,Natural500_T000372,a00681ba9da1ef18a0e7135a49cad4698d8b03757429ea4c816cd24f64b3f456,SWE-agent datasets,15,False,False,1.0,0.0,0.0,True,False,False,15,0,0,15,0,0
Natural500,natural-distribution control,Natural500_T000373,2995b5438f302b1913480ce96630aeb0b3ea4563dfc81ac591d6d49ea9224a8c,SWE-agent datasets,22,False,False,0.2727272727272727,0.045454545454545456,0.5909090909090909,True,True,True,6,1,11,6,1,13
Natural500,natural-distribution control,Natural500_T000374,dc94f6cd2f7ae45c059a01dcb88833d38c6c92b503c8dab994045b17e7149cf4,SWE-agent datasets,9,False,False,1.0,0.0,0.0,True,False,False,9,0,0,9,0,0
Natural500,natural-distribution control,Natural500_T000375,45bc23b9d47ab3ae41768b35bf1d2a15bd951f0df80d45617d3dd24287c1607f,SWE-agent datasets,16,False,False,0.8125,0.0,0.0,True,False,False,13,0,0,13,0,0
Natural500,natural-distribution control,Natural500_T000376,b3bf5dd45d6c236b1c042e8eb1f29b7b0b2a874357343b0b538b132356927039,SWE-agent datasets,13,False,False,1.0,0.0,0.0,True,False,False,13,0,0,13,0,0
Natural500,natural-distribution control,Natural500_T000377,30bb54b1e8bb629e599a96d7ec1499cf654c1f469455a10ff38ae286acd760b9,SWE-agent datasets,11,False,False,1.0,0.0,0.0,True,False,False,11,0,0,11,0,0
Natural500,natural-distribution control,Natural500_T000378,7a0d02408ed6e6c3421e2ce43a21b36b97ec57355f8eaab62916f51b906ff008,SWE-agent datasets,7,False,False,0.42857142857142855,0.0,0.0,True,False,False,3,0,0,3,0,0
Natural500,natural-distribution control,Natural500_T000379,db4662c7ce62ba02b49a82fc047529ddf8165432e89fe1072460ad1b5c08c59d,SWE-agent datasets,10,False,False,1.0,0.0,0.0,True,False,False,10,0,0,10,0,0
Natural500,natural-distribution control,Natural500_T000380,0d66b79d351f6a332d1587a7b671b8f3855d60bb93adda59adcfc74fafb581e3,SWE-agent datasets,29,False,False,0.6896551724137931,0.06896551724137931,0.6896551724137931,True,True,True,20,2,7,20,2,20
