dataset,within_0_01,within_0_02,detector_a,config_a,F1_a,PIIR_a,HN_FPR_a,detector_b,config_b,F1_b,PIIR_b,HN_FPR_b,abs_F1_diff,abs_PIIR_diff,abs_HN_FPR_diff
Enriched500,False,True,exact_action_repeat_k,k=3,0.20504595644932452,0.028080229226361032,0.0038110520509477483,repeat_without_progress_guard,base=exact_action;k=3;progress=runtime_or_signal_proxy,0.19348825649310303,0.018911174785100286,0.0027078527730418213,0.011557699956221495,0.009169054441260746,0.001103199277905927
Enriched500,True,True,exact_action_repeat_k,k=3,0.20504595644932452,0.028080229226361032,0.0038110520509477483,repeat_without_progress_guard,base=exact_action;k=3;progress=runtime,0.1974834190789066,0.019484240687679084,0.0028081436164878147,0.007562537370417927,0.008595988538681949,0.0010029084344599336
Enriched500,False,True,exact_action_repeat_k,k=4,0.18604941352632892,0.012607449856733524,0.0014040718082439074,repeat_without_progress_guard,base=exact_action;k=3;progress=runtime,0.1974834190789066,0.019484240687679084,0.0028081436164878147,0.011434005552577675,0.00687679083094556,0.0014040718082439074
Enriched500,True,True,exact_action_repeat_k,k=4,0.18604941352632892,0.012607449856733524,0.0014040718082439074,repeat_without_progress_guard,base=exact_action;k=3;progress=runtime_or_signal_proxy,0.19348825649310303,0.018911174785100286,0.0027078527730418213,0.007438842966774106,0.006303724928366762,0.001303780964797914
Enriched500,True,True,repeat_without_progress_guard,base=exact_action;k=3;progress=runtime,0.1974834190789066,0.019484240687679084,0.0028081436164878147,repeat_without_progress_guard,base=exact_action;k=3;progress=runtime_or_signal_proxy,0.19348825649310303,0.018911174785100286,0.0027078527730418213,0.003995162585803569,0.0005730659025787975,0.00010029084344599344
Enriched500,True,True,max_step_guard,threshold=200,0.00013765572303668525,0.0,0.0,repeat_without_progress_guard,base=tool;k=3;progress=runtime,0.0,0.0,0.0,0.00013765572303668525,0.0,0.0
Enriched500,True,True,max_step_guard,threshold=200,0.00013765572303668525,0.0,0.0,repeat_without_progress_guard,base=tool;k=3;progress=runtime_or_signal_proxy,0.0,0.0,0.0,0.00013765572303668525,0.0,0.0
Enriched500,True,True,repeat_without_progress_guard,base=tool;k=3;progress=runtime,0.0,0.0,0.0,repeat_without_progress_guard,base=tool;k=3;progress=runtime_or_signal_proxy,0.0,0.0,0.0,0.0,0.0,0.0
StressFresh100,False,True,file_revisit_guard,window=5;repeats=5,0.6330243734981119,0.5891472868217055,0.5192307692307693,file_revisit_guard,window=10;repeats=3,0.652127659574468,0.8682170542635659,0.7970085470085471,0.01910328607635614,0.2790697674418604,0.2777777777777778
StressFresh100,False,True,file_revisit_guard,window=5;repeats=3,0.6436781609195402,0.8449612403100775,0.7670940170940171,file_revisit_guard,window=5;repeats=5,0.6330243734981119,0.5891472868217055,0.5192307692307693,0.010653787421428307,0.255813953488372,0.24786324786324787
StressFresh100,True,True,file_revisit_guard,window=10;repeats=3,0.652127659574468,0.8682170542635659,0.7970085470085471,file_revisit_guard,window=10;repeats=5,0.657315906917437,0.689922480620155,0.5918803418803419,0.005188247342968966,0.17829457364341084,0.20512820512820518
StressFresh100,False,True,exact_action_repeat_k,k=2,0.348993288590604,0.11627906976744186,0.09401709401709402,action_observation_similarity,tfidf_adjacent>=0.9,0.3593582887700535,0.28294573643410853,0.10042735042735043,0.010365000179449468,0.16666666666666669,0.006410256410256415
